problem, nodes, solutions, fails, time, optimum
pat1.rcp, 67, 2, 32, 0.02s, 19
pat2.rcp, 13, 2, 5, 0.01s, 7
pat3.rcp, 123, 3, 59, 0.04s, 20
pat4.rcp, 41, 1, 20, 0.03s, 6
pat5.rcp, 41, 1, 20, 0.04s, 7
pat6.rcp, 95, 1, 47, 0.13s, 8
pat7.rcp, 29, 3, 12, 0.01s, 8
pat8.rcp, 81, 3, 38, 0.02s, 11
pat9.rcp, 149, 3, 72, 0.07s, 19
pat10.rcp, 13, 1, 6, 0.01s, 14
pat11.rcp, 29, 1, 14, 0.01s, 18
pat12.rcp, 499319, 2, 249652, timeout, 13
pat13.rcp, 559274, 2, 279630, timeout, 20
pat14.rcp, 390757, 2, 195364, timeout, 43
pat15.rcp, 337, 6, 163, 0.51s, 43
pat16.rcp, 44001, 3, 21998, 34.02s, 32
pat17.rcp, 41307, 2, 20652, 40.90s, 29
pat18.rcp, 869091, 7, 434533, timeout, 41
pat19.rcp, 487195, 2, 243589, timeout, 31
pat20.rcp, 237, 3, 116, 0.13s, 37
pat21.rcp, 823245, 2, 411613, timeout, 50
pat22.rcp, 11301, 6, 5645, 9.77s, 36
pat23.rcp, 605019, 5, 302500, timeout, 32
pat24.rcp, 205, 3, 100, 0.18s, 40
pat25.rcp, 83, 1, 41, 0.07s, 33
pat26.rcp, 146685, 3, 73340, 102.16s, 43
pat27.rcp, 131641, 5, 65816, 112.36s, 36
pat28.rcp, 114793, 7, 57390, 101.91s, 43
pat29.rcp, 53289, 4, 26641, 46.68s, 29
pat30.rcp, 1047348, 3, 523664, timeout, 32
pat31.rcp, 881843, 1, 440914, timeout, 35
pat32.rcp, 1107, 3, 551, 0.82s, 22
pat33.rcp, 836471, 4, 418226, timeout, 32
pat34.rcp, 731423, 7, 365700, timeout, 30
pat35.rcp, 44865, 5, 22428, 41.31s, 31
pat36.rcp, 129183, 5, 64587, 81.76s, 33
pat37.rcp, 380713, 1, 190356, 274.62s, 28
pat38.rcp, 36831, 3, 18413, 33.67s, 30
pat39.rcp, 599, 4, 296, 0.35s, 31
pat40.rcp, 57027, 4, 28510, 58.85s, 31
pat41.rcp, 32053, 3, 16024, 24.88s, 36
pat42.rcp, 1887, 3, 941, 1.14s, 28
pat43.rcp, 634984, 1, 317485, timeout, 42
pat44.rcp, 267, 5, 129, 0.16s, 31
pat45.rcp, 893417, 2, 446699, timeout, 44
pat46.rcp, 23243, 3, 11619, 13.73s, 33
pat47.rcp, 87345, 2, 43671, 53.82s, 35
pat48.rcp, 26921, 3, 13458, 30.64s, 23
pat49.rcp, 53, 1, 26, 0.05s, 18
